Distance_km,Package_Weight_kg,Traffic_Level,Weather,Vehicle_Type,Stops_Count,Warehouse_Delay_Min,Driver_Experience_Years,Delivery_Priority,Delivery_Time_Hours
474.54499755215994,48.61426381676109,High,Clear,Bike,5,36.342979507698345,3.072318706137817,Standard,18.596124611416855
482.8847524711306,30.622099998475093,Low,Clear,Truck,14,105.62379192780847,4.521373676978377,Standard,17.565219070278424
404.58187936199766,17.80056541829753,High,Clear,Bike,14,93.16160649506591,3.0130610353748652,Standard,18.100274700995286
153.6976570483386,6.1477413519527015,High,Rain,Van,10,46.6505571191868,11.61390852648677,Standard,11.327982648587284
50.64071277517917,7.986718022379261,Medium,Rain,Truck,10,89.4243225205514,10.688669148708911,Express,7.597914664406018
342.7480472030541,11.653188032586137,Medium,Clear,Van,11,16.9687349880984,9.524272736414726,Express,10.459023823397615
221.19594188232145,12.92284973634475,Medium,Rain,Truck,8,95.77335046916352,5.808267856188071,Standard,14.116506368047597
62.775040952699854,42.60549486313632,High,Clear,Truck,7,66.2180192975168,13.635614119713539,Standard,7.568655967210338
248.59810123541254,28.280528019984985,Low,Clear,Van,8,38.61336986156412,14.5429881230253,Standard,10.015549533863812
19.12548351537876,26.407850113031138,Medium,Clear,Bike,12,80.41438970518071,2.60458968938118,Standard,4.792337555364162
454.8415602352335,6.181059157526265,Medium,Clear,Van,8,78.78629985215703,3.3451896211781706,Express,14.896531863858991
130.87243083680843,43.07691482079703,Medium,Rain,Van,7,29.090915612753967,7.884465420005545,Express,8.417152415174886
331.93609760828303,36.279308008819946,Medium,Rain,Bike,2,8.495702703325506,1.3687585392336792,Critical,8.883178567464318
157.23211589252665,3.8495839140500783,Low,Clear,Van,11,54.866597493692495,6.546725982346692,Standard,6.033366709851554
260.99387454654976,35.53783731287355,Medium,Clear,Bike,15,70.49386497460844,8.726868971665652,Standard,11.266837826019879
274.26171911295324,27.40514175846098,High,Rain,Truck,9,105.80960701261881,7.831103567059997,Express,12.106136188833085
94.05751885171246,4.545404614465523,Low,Storm,Bike,13,111.74493149947335,4.963628746170391,Express,9.621137134044172
484.8531446267502,23.185881755668493,High,Clear,Bike,7,65.81260008802813,8.136687091158102,Express,17.022276566314513
388.01614603383507,24.492466212937327,Medium,Storm,Bike,12,91.68740063338267,14.382014313882717,Standard,19.928319844116384
469.87047289896617,8.70583973808215,High,Clear,Truck,11,55.51987631771965,3.0902610643706407,Standard,16.2389641404642
447.62402051296914,47.31205827651397,Medium,Clear,Van,15,90.7994480058827,9.822470375910054,Standard,17.749098515618403
299.7541894479204,42.57378088829277,Medium,Rain,Truck,6,28.552175368004196,0.6509504123407778,Standard,11.3289145564631
461.0933690415122,33.61660569779086,Low,Clear,Van,9,47.672444502406115,0.996246067221524,Standard,12.588092648243371
46.06926602185591,23.383630269530055,High,Clear,Van,13,77.9362198635657,8.277423363353776,Express,8.388329589432194
99.59946548473431,20.88239430843317,Low,Clear,Bike,1,7.0881660448140655,1.574087704919242,Standard,4.83121544508805
24.523189877447958,32.72318662397223,High,Rain,Van,11,88.08305068897971,0.33520182640286,Standard,9.67569410937492
164.01450472010563,27.49887753564182,High,Rain,Van,2,101.08658264583919,2.5726949647203328,Express,8.048232765242991
195.56129026536203,3.582518741153338,Low,Clear,Van,13,50.90129102580442,8.472737564993617,Standard,8.740057075537976
137.13181782340016,25.86888111413142,Low,Clear,Van,1,56.5133779753739,10.550114317783986,Express,5.468525344889602
414.7112795576608,40.41697905302556,Medium,Clear,Truck,10,102.89745440490107,3.0371784621207,Standard,17.31555932439708
179.66315669340747,23.232373941049424,Low,Clear,Bike,12,94.20028306249384,10.023891558122617,Standard,9.711954339507358
141.90538582431563,3.0718505889362864,High,Clear,Truck,3,38.13719123883813,2.73714496648844,Critical,8.589574087195134
272.2626494128077,39.42077086950964,Low,Rain,Bike,11,42.25725225457698,9.201861399468857,Critical,12.637960131698456
72.1802640374318,10.467507215730732,Low,Clear,Van,5,83.07099672491861,6.179395198436983,Standard,4.66849291155122
401.49409641551176,13.301731326957919,High,Clear,Van,1,69.76778063153854,9.806992640004252,Express,14.429607330503964
39.12622055252587,8.652964494898647,Medium,Clear,Van,4,23.65640067609715,14.925791287188709,Standard,4.894310783222803
493.4696944270576,16.845645711139127,High,Clear,Van,14,40.641939561354135,14.06725447848843,Standard,19.199628449341635
386.5778951097354,37.95919953158744,Low,Storm,Van,13,108.49807684104522,0.06422636754155442,Standard,19.73173946059132
100.96040940401785,26.209600045444898,Medium,Clear,Van,8,84.14006022306029,13.281581465434586,Standard,8.107316192438802
4.750014327553995,10.641623070460271,Medium,Clear,Van,6,118.38704653383473,0.9973619276214979,Express,3.2104476946206124
408.09979137050743,43.95258886852602,Medium,Clear,Van,13,93.20644094778848,14.295698792397674,Express,13.349433098365287
354.01495723611333,44.0393018201007,Medium,Clear,Truck,1,113.32705969651288,4.227385186495271,Critical,12.030754060941883
365.0455696844117,43.59363203977734,Medium,Clear,Bike,12,29.861685995104672,5.730522456169064,Express,11.837467361543473
386.092632649601,12.320412463386194,Medium,Clear,Van,1,93.72076060394646,1.3745730776359177,Standard,13.031476934151614
38.874236563577,22.83634753695891,Low,Clear,Van,3,7.325014816996704,1.684091374933644,Express,2.2238340559494465
180.51593281504776,49.256987978973314,Medium,Clear,Van,14,82.1374024968264,10.901108478439795,Critical,11.652724487009955
59.7027916435146,38.71461757734453,Low,Clear,Van,10,58.96746198382776,14.164983536224375,Express,5.2718932565303165
431.82550608604555,1.844787350665211,Medium,Clear,Van,15,44.87740827080789,9.161227424314642,Express,16.76229207711887
312.4024671601238,3.7276272673943565,Low,Storm,Bike,8,104.17650051370525,10.737750232902165,Critical,12.65219176118923
166.78721637661928,23.464603152210472,Medium,Clear,Bike,11,103.24078465561603,11.429546168957302,Standard,11.597859437239189
33.65205844243977,45.506400190147225,Medium,Clear,Bike,11,7.564696063344012,3.9422141182941255,Express,6.297457396125223
156.86919621439978,27.165738998659354,Low,Clear,Van,14,75.09308908168457,0.6784444638032239,Express,8.94435262289305
163.94129436932002,25.141719147697366,Low,Clear,Van,8,47.30070579690999,0.02809115878752877,Critical,4.0323038603080565
365.3438768123559,5.720948147853214,Low,Rain,Truck,13,52.80101517255165,5.25973924431028,Standard,16.01074341883278
319.5036207348961,33.01061518385256,Medium,Clear,Van,3,100.68468501015924,3.6219634229882414,Standard,14.606090014839065
443.8319458030106,41.194106449711164,High,Rain,Bike,7,40.631573725683005,0.9347658757377847,Express,17.580827826240096
237.16303273065074,19.330790371624335,Low,Clear,Truck,12,113.45061322332631,2.692924387405001,Standard,10.72035119346004
61.557934477274245,38.89278662080371,Medium,Clear,Truck,3,25.65789003279619,1.867483474019217,Express,3.4805198421257444
357.1959040370515,48.241594368090176,Low,Rain,Van,4,81.21307868734044,13.723175709260556,Standard,10.431548332658734
380.87095421121495,10.58643972682061,Medium,Clear,Van,9,82.29208270658295,2.1040082018875337,Standard,13.340774400363898
281.51604438960914,26.404816744139694,High,Clear,Truck,13,34.002443564210594,8.064726959815188,Standard,15.90854285356756
385.9416556173714,14.71332892518649,Low,Clear,Van,4,42.34632003122823,8.896589326682468,Standard,13.24005063523983
247.9102069894666,39.74629374217505,Medium,Rain,Truck,3,101.00182664669315,8.152341865629506,Standard,10.120814835807957
262.32094903223305,29.090871611117297,Low,Clear,Bike,5,92.60760431981953,1.4858465132398195,Standard,8.978663508695668
214.91542714255772,31.911829668740037,Low,Rain,Bike,7,42.846026236197346,4.781975426258268,Standard,12.777059434774277
14.658725118559405,39.996750900986754,Low,Clear,Van,5,66.40500289751739,0.769054986947299,Standard,2.0022843929807728
55.729930642665614,20.100538396791517,Low,Rain,Van,4,12.093234069105979,5.9350487114447406,Standard,3.329334921524878
17.651734471993656,45.79695838614864,Medium,Clear,Truck,8,29.00577647584236,2.82898396907388,Standard,4.1187852281516495
318.93238480936265,26.884928928683927,Medium,Rain,Truck,4,60.869364268945894,8.424487999265697,Standard,10.533021316858791
158.5492785760107,8.318763730349726,Medium,Clear,Van,2,14.886979557109333,10.392125907736508,Express,4.7452067324637985
255.26820420002198,34.947006349355725,Low,Storm,Bike,10,101.98322081257281,7.981797903070597,Standard,12.826974442659399
453.96810401519434,39.766436846693594,Low,Clear,Truck,13,87.5707141623795,6.513550449170936,Standard,14.782630891865578
126.14753011613972,16.17970301484257,Medium,Clear,Van,14,113.5178721245769,5.810001312850386,Express,10.618154965068904
206.37069567174362,42.93037322143827,High,Clear,Bike,6,84.74869418586313,12.625376521455056,Standard,9.064948332105658
378.26446699443824,45.354091110905436,Low,Clear,Van,2,113.14615781015134,3.2905209759790512,Critical,11.650167210796871
115.94148641482799,14.206772125201542,High,Clear,Van,3,68.76894390446097,11.013275092933032,Express,5.580833321287066
40.33599509473891,49.184312899403494,Medium,Storm,Truck,1,74.02514027212648,11.362234871101785,Standard,6.865015917220683
146.29622355105647,7.465220638413542,Medium,Storm,Van,5,117.35167128202,6.288000109061017,Standard,9.340886454537488
82.2882010524942,10.499775585923253,Medium,Clear,Van,9,78.84485188938994,4.45950898838459,Standard,6.6963014709986375
464.98943086660137,9.619129542282293,Low,Storm,Truck,2,8.540455418985859,7.058122290689629,Standard,16.27137791915399
404.44394902307965,44.752490645389585,Low,Clear,Van,12,88.23731931251018,1.3982088883904775,Standard,17.088578372174428
317.4350707421909,32.887481340085614,Medium,Clear,Van,7,109.1288995958028,0.6889504834363497,Standard,12.028285287624827
435.9873739134834,8.029162019502508,Low,Rain,Van,5,96.49172872634756,1.6740479917783768,Express,17.03780068852663
402.228694295759,22.296009209233276,High,Rain,Van,2,72.14082635192361,2.8071754719333923,Standard,14.833092992918315
94.91188932524585,30.9572522409552,Medium,Storm,Bike,8,82.19990400575438,7.562652305070645,Standard,9.564020151938365
446.49438124800895,4.631472206974473,Low,Clear,Bike,11,118.87205576394224,12.737049542416832,Express,17.29592393043817
270.59243647399404,44.17961023616326,Medium,Rain,Van,15,15.426140178573908,3.534634979995305,Standard,17.82564579109339
404.10519727170316,40.27837500435599,Low,Clear,Van,13,81.73315529282254,14.027430161201671,Standard,17.05541104485972
448.25346736189965,25.50773529204359,Medium,Clear,Van,13,37.59073487561829,14.32361863402505,Standard,15.53170911671876
160.3657305359882,48.37276745532893,Medium,Clear,Bike,6,78.61039560740956,14.383569072678078,Standard,8.875029614105621
56.805858414783025,21.179168474117436,High,Storm,Van,4,74.87671122665296,12.563441020144857,Critical,9.557772203214713
115.51171094588696,49.21346079230664,Medium,Rain,Van,13,22.647535692438638,5.457375611965809,Standard,9.797605817923113
214.69967873587564,33.56203994077954,Medium,Rain,Bike,4,28.775864260127502,1.0902586650393458,Standard,8.460852768427827
409.37135342940155,31.9162280260701,Medium,Clear,Bike,2,76.48740147496956,8.532280976497423,Standard,13.841458535378852
430.64383046165904,8.714767317141357,High,Clear,Truck,3,19.746443939934025,8.380221659058506,Standard,13.939797228336033
5.4621610045329705,44.15542403607988,Low,Clear,Truck,15,35.495800639987124,12.749636506643933,Standard,3.06223046250361
256.35215668362775,21.66073955207045,Low,Clear,Bike,7,101.05323798987028,14.939865764191577,Express,8.58170537377604
209.87067956809193,8.530553586232728,Low,Clear,Truck,3,42.61552319018844,7.622359598402213,Critical,6.7542143933086
112.60968961442366,1.1240722388000726,Low,Rain,Van,13,61.12691797101124,5.178060465596764,Standard,9.46057863946183
61.69295293217404,28.20790634009994,Medium,Clear,Truck,5,113.23113854177163,2.788525673344005,Standard,5.631782588956975
170.1323553590067,26.606281295072478,Medium,Clear,Van,10,31.122145216248825,0.07199737226056102,Express,8.205074248475935
471.56903254843456,36.10800430727335,Medium,Clear,Van,6,49.80699199617119,7.636705387333188,Standard,16.828955486158005
162.9550601463361,44.5677736243812,Low,Clear,Bike,6,74.74264418750775,8.332780000538936,Standard,7.412301443965699
260.3577296281963,4.4306259398299614,Medium,Clear,Van,14,91.8639768929568,12.374077197260961,Standard,12.355134628461292
352.10344152979854,36.709076271847934,Low,Storm,Truck,4,108.69013947196109,7.568654518392009,Standard,15.071710383541452
183.0875419848884,9.77689123283032,Medium,Clear,Van,6,110.27939357095424,13.747025229990848,Standard,8.801411164126018
485.9474771950384,42.979764131279616,Medium,Rain,Van,3,94.31360855285163,9.421252148571533,Express,15.029759919634664
481.29875288117137,41.04364393615198,Low,Clear,Bike,7,31.2580462082307,12.605043573316248,Express,14.402508321884968
127.38758332103134,27.269290871784445,Low,Clear,Van,7,7.853072954895067,2.2245260221162066,Standard,7.940778353804586
249.62975593440797,35.65701853185392,Low,Clear,Van,4,49.134001990896735,12.830041954534721,Standard,8.705492669168878
151.8373982887513,16.060330602595545,High,Rain,Van,2,21.278117863599682,10.127157816657725,Critical,6.8364646051980245
143.85056619997886,23.822810997174326,High,Rain,Truck,11,86.69457945540428,2.553495486574958,Standard,13.806596510137993
20.369699782557333,41.17102643666835,Medium,Clear,Bike,7,81.03001748495743,2.846453372190163,Express,5.767367482728979
305.56303832198864,23.233627260074087,Low,Clear,Van,3,10.056738786467307,13.89750928566332,Standard,10.103802504362935
252.33415356797303,18.211014133609368,Medium,Clear,Truck,15,101.20828460005937,0.48323040675559314,Standard,13.687472683592606
27.636418122494696,24.963516138889844,Medium,Clear,Van,1,33.60547562348596,6.938024149435591,Standard,1.5015523424326453
140.7659391898325,41.49833799564231,Medium,Storm,Van,2,54.70611368146986,4.702129349011523,Express,10.281719197823861
454.31641121139353,17.0927983448582,Low,Clear,Van,10,81.81237957741038,9.976161599976422,Standard,17.073950033652395
121.30182155215226,9.101198860219318,Low,Clear,Truck,9,54.38316048800913,12.594440813534879,Standard,5.197581227004255
74.1576463014291,35.74469400637365,Medium,Clear,Bike,12,55.74809732199349,5.405671823348543,Standard,4.1499412669811715
245.7474746182264,41.38592152905005,Medium,Clear,Truck,15,12.547219463610144,6.403531309842558,Express,11.507258401518238
492.85392614707916,5.4815551869149,Low,Clear,Truck,8,51.16600816490044,14.728766767521213,Critical,14.177534380052759
122.5435252127272,12.373768581419263,Low,Clear,Bike,15,92.9575077202981,11.758747645188041,Critical,4.672911575836194
336.72350260812755,7.5276134931691985,Medium,Rain,Van,15,110.24527877645875,13.45806196397687,Critical,15.52369046807944
381.28656843370135,17.72309987331725,High,Rain,Van,14,52.55217076228775,6.581433309774446,Standard,18.260817964297686
120.34349690821503,22.792373455817927,High,Clear,Van,6,53.71237009109407,3.511143059761728,Standard,6.155367043307844
364.65174160870606,37.56690367968367,Medium,Rain,Truck,14,85.80211722722,6.1779519807967755,Standard,19.096265256475657
185.1560000941881,32.73180545164287,Medium,Clear,Truck,6,113.41878012710681,10.741378767472703,Standard,10.177929081126443
316.8883036356026,31.235964090182343,Low,Clear,Bike,14,35.712008127526424,1.6414560725396898,Express,9.018242611840773
317.49779595892556,17.942559857177894,Medium,Clear,Van,1,55.616583751862734,4.057036584247633,Express,11.439996936860913
268.8157926692297,42.151653877695615,Medium,Clear,Van,2,96.53692300851463,0.6995385069238558,Standard,11.867870266347929
46.96430548709534,23.828714786209147,Medium,Clear,Van,4,75.11476047801443,6.485216075071973,Express,6.396018938132608
417.9806428034405,48.96569443175015,Medium,Clear,Van,3,17.717429555854793,12.4116860396942,Critical,11.6643293918574
161.74847235592443,31.890035845638973,Low,Clear,Bike,14,77.18926458966055,0.369955324470162,Standard,10.283489888690262
94.88621817912741,6.750104707442885,Low,Storm,Van,1,26.47582272869259,10.12985290210749,Standard,6.030944923704871
22.30602049427243,33.970789322733985,Low,Clear,Van,8,63.674832419016475,13.987438117706095,Standard,2.837085661309608
296.26468570774443,16.5926487638691,Low,Clear,Bike,7,65.84687578095043,3.5539179226677344,Standard,9.206002916356256
339.42705219745665,34.47319623596182,Low,Clear,Truck,4,105.76338665587326,10.404522610914722,Standard,8.60103917494922
10.260738806072364,3.947236834039084,High,Clear,Truck,12,58.18684151143039,14.626528516503004,Standard,6.939543983935084
257.0223430330419,9.15663114020999,Medium,Clear,Van,12,37.13587855712783,14.434170902286947,Standard,10.221598125750518
114.79489604857311,42.858994315836426,Medium,Rain,Van,9,31.56113004484363,3.5239378954371494,Critical,3.7553566385166626
323.296049623906,11.745388072663987,High,Clear,Van,11,105.53896581869866,1.5049657981810305,Standard,15.07788381936825
88.83448164448573,41.933535699525535,High,Clear,Van,14,24.666248258096264,2.2242380684387393,Standard,10.893660810153992
346.08699357502803,14.324166378493317,Medium,Clear,Bike,4,53.974884501561526,10.530535027232132,Critical,9.033036359278665
194.59420245766762,32.322654547906026,High,Clear,Van,1,26.524908216598906,10.886383131799134,Standard,7.6636398301198145
468.4915343908938,34.86045338873664,Low,Clear,Bike,15,93.92996461315317,10.113548424422985,Standard,17.419195363108145
70.48543018470464,25.87641028068012,Low,Clear,Bike,10,59.55285359708118,5.041175816133571,Express,1.1249547740664454
171.85104282302873,15.612878496488198,Medium,Clear,Bike,15,45.381524414033386,2.546654096371832,Standard,8.97265942733804
58.509813577813354,11.025896630369258,Medium,Clear,Bike,1,46.52645867204369,8.711416379283797,Express,3.8579041485027945
462.4974219027243,2.142873050840098,Medium,Clear,Bike,1,103.00463377314263,7.255206686367997,Standard,13.698748910268332
438.91499798372854,15.545346861415828,Low,Storm,Truck,1,68.68400474386038,10.932512206834552,Standard,13.645949992029909
130.4549306021475,32.83155813129851,Low,Clear,Van,4,87.55480288009531,6.620401180284322,Standard,4.264555211732051
330.67205492502114,46.94608851319989,Medium,Rain,Bike,1,108.15942936882873,5.079595420297026,Standard,10.84755173914943
408.97665570020547,43.62462187202107,Low,Rain,Bike,2,108.70029274467383,4.402178660385216,Express,12.957548986263609
278.49000417653224,38.42020643849748,Medium,Clear,Truck,4,42.77854124885426,3.172054800746198,Express,11.610006427838712
265.7659880212912,39.528143491038286,Medium,Clear,Van,7,114.53189526183431,3.9861956427999212,Critical,14.494842825083188
122.44244086842494,33.416752722061766,Medium,Clear,Van,2,7.860726431679626,1.4224565826615203,Express,5.354016860579881
48.365178367337805,13.38419944951715,Medium,Rain,Truck,8,48.336089516859055,5.202855163933343,Standard,7.534184184299992
448.8134474607567,45.406154019938576,High,Clear,Van,13,108.01686861351678,0.548547185444373,Express,17.164455921474378
450.40819246733855,33.70124943933879,Medium,Rain,Van,7,36.58324117895304,2.796207707494902,Express,12.855396284074626
317.28452572208744,28.241811233531777,Medium,Storm,Bike,9,36.40436678695161,11.201556669291437,Express,17.2219440617861
170.83683594225295,5.993978726067313,Medium,Rain,Van,14,39.8015627844172,4.88203483014934,Express,9.05051982808262
175.90636815710513,22.62924941841806,Low,Clear,Van,6,75.41603925739605,10.023555254660158,Standard,8.319210644970426
363.5259280773792,23.28773442449535,Low,Clear,Van,4,55.40826919565069,10.75326263395916,Standard,11.509924720969646
448.7609094563834,43.295898671372164,Low,Rain,Van,6,88.5745061806344,8.717780140981702,Express,16.774530478262093
443.7690392840284,27.55908689929553,Medium,Clear,Van,15,107.91472389493657,14.380466120480976,Standard,18.45851681807411
390.3780218370967,19.329827174035277,Medium,Clear,Bike,4,82.53292811842897,0.32159799934669886,Standard,14.043517655486996
321.73175978483533,48.851616261277634,High,Rain,Bike,7,28.513672822721183,11.079789758822132,Express,14.656712536103399
43.90170256753432,5.980669369652626,Low,Clear,Van,9,112.25841877145776,14.38179965910612,Standard,6.377958516586722
82.49109961911766,21.41614720144126,Low,Storm,Truck,3,35.41668043496003,12.93407594029409,Standard,6.076617511667294
449.47998588648545,2.5802214209845618,High,Rain,Van,3,22.237843962738182,2.5183903770751996,Standard,18.87524392314084
304.00167171047576,37.125253977963055,Low,Clear,Van,2,15.346237069010503,4.902304593775981,Express,7.7831988924010345
6.580131705081564,45.944789333857955,Medium,Storm,Van,1,69.78913017660905,2.586777598146981,Standard,6.702543487633538
52.53282834728399,14.361847812749227,Medium,Clear,Bike,14,18.08268318527496,9.019625457220561,Express,6.428725392619647
332.4238810158118,42.987913001556485,Medium,Clear,Bike,1,20.95922667295254,10.682819729692385,Standard,8.335973718360398
4.5206687554169065,14.964802407863939,Low,Clear,Van,13,39.503505268482115,4.756106540445873,Standard,6.0940586102969565
82.08240960591434,45.58312300137381,Low,Clear,Bike,3,37.39009611371334,8.092598609764432,Standard,4.974635545929919
275.2694271045599,37.821114228040805,Low,Clear,Bike,14,74.48754368819637,10.363808551067924,Express,15.979808414702543
346.56380845096123,40.34288545365121,Medium,Clear,Truck,7,98.92570713935837,6.320097249165725,Standard,16.52458185442992
326.6767072322951,1.3913245022224978,Medium,Clear,Bike,15,92.55521046333263,12.81023295683189,Critical,12.869689059121859
113.68611611135877,48.15911267516429,Low,Clear,Van,11,35.185712292394825,11.573249029317257,Critical,8.50221823296159
356.6652522310729,36.470214107481,Medium,Rain,Van,9,33.210707268387694,0.9699831577585599,Express,15.394418166330713
120.15004557340643,15.585179221613599,High,Rain,Van,14,116.06602596230128,9.316879486362435,Critical,11.204306712522671
164.04904968331533,41.55503591051292,Low,Clear,Van,2,5.947167783075415,3.5298832643962443,Standard,3.365678774716977
373.75271974877603,14.435299321539032,Medium,Clear,Van,7,106.16786130192482,8.36277397000913,Standard,11.564548148909873
325.5171837255129,43.701315058523335,Medium,Clear,Van,1,27.96877969907657,14.353326639494494,Express,10.061496987199263
424.9132584261006,6.072729325390882,Low,Clear,Van,2,113.9376971553233,13.185930068283753,Express,11.51069062348099
329.491220365571,35.33245588430939,Low,Rain,Truck,6,44.36533775516477,6.067746046726976,Express,12.094725395792352
285.01768446106485,27.26457459392306,Medium,Rain,Bike,11,55.640453997724016,4.372707875165301,Express,14.785742609805997
48.65003437839005,5.27845627467432,High,Clear,Bike,5,86.31887060360381,3.516086166123885,Critical,7.088048012934671
185.1224699235979,12.473744498812529,High,Clear,Truck,8,72.58194091942494,7.987723046347801,Standard,9.222213160383442
134.07077910549927,1.1139997957270822,Medium,Clear,Van,12,41.56302291628462,1.713726798870845,Express,8.886123519372608
123.50684240278362,23.70401429049304,Medium,Clear,Van,11,68.6905553247997,8.23912512192373,Express,6.066881952186856
486.5592562667179,15.412630407620018,Medium,Clear,Van,2,89.03129170173192,0.020004592361880236,Express,13.449385801531895
197.7626668840467,30.118695472739063,Medium,Storm,Bike,1,9.86851877878659,4.857744461187672,Standard,10.892415152643238
446.2391844782024,15.21327148157655,Medium,Rain,Van,7,6.287920104405973,3.299014707458719,Express,14.005919248709606
316.3070357466369,15.345996019595741,Low,Clear,Van,6,57.6776979933825,14.568281849411731,Critical,8.58449826175602
397.8160291637409,37.28806333721437,Medium,Clear,Bike,8,20.16121104740413,10.908634793549684,Standard,15.201268916091818
252.31327236638566,2.883070380928496,Medium,Storm,Van,11,81.39959351844216,5.244800706933566,Express,14.604531495329068
289.29813454392684,45.19330226200337,Medium,Clear,Truck,15,29.61603246615493,1.3926762979593077,Standard,12.452329714028705
247.27381152179422,42.68706178236348,High,Clear,Van,15,54.77787728150216,7.75200892035936,Critical,10.331756932267165
99.23100792342616,33.556331819707125,Low,Clear,Bike,13,27.73215774054093,3.2017182198906347,Standard,5.486093874371676
361.78115340022964,29.864467720315524,Low,Rain,Van,14,68.07561236114933,8.046443188475367,Standard,17.700662486853055
141.82463649554617,44.66897365791279,Low,Clear,Van,8,18.346147829225423,12.530435312683387,Standard,7.784397501199836
14.109351282864012,9.673843886671365,Medium,Rain,Truck,2,7.65728807056023,9.23688828152078,Express,5.25563979248798
323.4452033617696,4.408973528446016,Medium,Rain,Van,14,10.880138382270175,9.506826293175033,Standard,14.086590413183982
90.20111834471038,12.355753410522137,Low,Rain,Bike,8,114.73972077426065,8.115454335942172,Express,6.066050349420701
470.3483750077513,39.831624795659415,Medium,Storm,Van,6,21.36291514025762,13.908984489471138,Critical,18.713968200290758
477.05643134728854,2.2161782029609247,Medium,Clear,Van,9,86.47499911073605,13.97854026630905,Express,17.460970378296043
457.60246632978334,29.348938336632738,Medium,Clear,Bike,12,12.811513485625017,7.690848016103283,Standard,15.206787131534101
